tld,has_rdap,ok_bases,bases,conformance,notes
kyoto,True,1,https://rdap.gmoregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.gmoregistry.net/rdap/ OK 400
kz,False,0,,,No RDAP base in bootstrap
la,False,0,,,No RDAP base in bootstrap
lacaixa,True,1,https://rdap.nic.lacaixa/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.nic.lacaixa/help OK 200
lamborghini,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
lamer,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
land,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
landrover,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
lanxess,True,1,https://rdap.nic.lanxess/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.lanxess/ OK 400
lasalle,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
lat,True,1,https://rdap.centralnic.com/lat/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/lat/ OK 200
latino,True,1,https://rdap.mobile-registry.com/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,ur_domain_check_0",https://rdap.mobile-registry.com/rdap/ OK 404
latrobe,True,1,https://rdap.nic.latrobe/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.latrobe/ OK 400
law,True,1,https://rdap.nic.law/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.law/ OK 400
lawyer,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
lb,True,1,https://rdap.lbdr.org.lb/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.lbdr.org.lb/ OK 200
lc,False,0,,,No RDAP base in bootstrap
lds,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
lease,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
leclerc,True,1,https://rdap.nic.leclerc/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.nic.leclerc/ OK 200
lefrak,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
legal,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
lego,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
lexus,True,1,https://rdap.gmoregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.gmoregistry.net/rdap/ OK 400
lgbt,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
li,False,0,,,No RDAP base in bootstrap
lidl,True,1,https://rdap.centralnic.com/lidl/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/lidl/ OK 200
life,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
lifeinsurance,True,1,https://rdap.nic.lifeinsurance/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.lifeinsurance/ OK 400
lifestyle,True,1,https://rdap.nic.lifestyle/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,ur_domain_check_0",https://rdap.nic.lifestyle/rdap/ OK 404
lighting,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
like,True,1,https://rdap.nominet.uk/like/,,https://rdap.nominet.uk/like/ JSON 404 (no rdapConformance)
lilly,True,1,https://rdap.nic.lilly/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.lilly/ OK 400
limited,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
limo,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
lincoln,True,1,https://rdap.nic.lincoln/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.lincoln/ OK 400
link,True,1,https://whois.uniregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,ur_domain_check_0",https://whois.uniregistry.net/rdap/ OK 404
live,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
living,True,1,https://rdap.nic.living/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,ur_domain_check_0",https://rdap.nic.living/rdap/ OK 404
lk,False,0,,,No RDAP base in bootstrap
llc,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
llp,True,1,https://rdap.centralnic.com/llp/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/llp/ OK 200
loan,True,0,https://rdap.nic.loan/,,https://rdap.nic.loan/ no RDAP JSON detected
loans,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
locker,True,1,https://rdap.nic.locker/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,ur_domain_check_0",https://rdap.nic.locker/rdap/ OK 404
locus,True,1,https://rdap.nominet.uk/locus/,,https://rdap.nominet.uk/locus/ JSON 404 (no rdapConformance)
lol,True,1,https://rdap.centralnic.com/lol/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/lol/ OK 200
london,True,1,https://rdap.centralnic.com/london/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/london/ OK 200
lotte,True,1,https://rdap.gmoregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.gmoregistry.net/rdap/ OK 400
lotto,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
love,True,1,https://rdap.registry.love/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,ur_domain_check_0",https://rdap.registry.love/rdap/ OK 404
lpl,True,1,https://rdap.centralnic.com/lpl/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/lpl/ OK 200
lplfinancial,True,1,https://rdap.centralnic.com/lplfinancial/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/lplfinancial/ OK 200
lr,False,0,,,No RDAP base in bootstrap
ls,False,0,,,No RDAP base in bootstrap
lt,False,0,,,No RDAP base in bootstrap
ltd,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
ltda,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
lu,False,0,,,No RDAP base in bootstrap
lundbeck,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
luxe,True,0,https://rdap.nic.luxe/,,https://rdap.nic.luxe/ no RDAP JSON detected
luxury,True,1,https://rdap.centralnic.com/luxury/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/luxury/ OK 200
lv,False,0,,,No RDAP base in bootstrap
ly,True,1,https://rdap.nic.ly/,,https://rdap.nic.ly/help JSON 404 (no rdapConformance)
ma,False,0,,,No RDAP base in bootstrap
madrid,True,1,https://rdap.nic.madrid/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.nic.madrid/help OK 200
maif,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
maison,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
makeup,True,1,https://rdap.centralnic.com/makeup/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/makeup/ OK 200
man,True,0,https://rdap.nic.man/,,https://rdap.nic.man/ no RDAP JSON detected
management,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
mango,True,0,https://rdap.nic.mango/,,https://rdap.nic.mango/ no RDAP JSON detected
map,True,1,https://pubapi.registry.google/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://pubapi.registry.google/rdap/ OK 200
market,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
marketing,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
markets,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
marriott,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
marshalls,True,0,https://rdap.nic.marshalls/,,https://rdap.nic.marshalls/ no RDAP JSON detected
mattel,True,0,https://rdap.nic.mattel/,,https://rdap.nic.mattel/ no RDAP JSON detected
mba,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
mc,False,0,,,No RDAP base in bootstrap
mckinsey,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
md,False,0,,,No RDAP base in bootstrap
me,False,0,,,No RDAP base in bootstrap
med,True,1,https://rdap.nominet.uk/med/,,https://rdap.nominet.uk/med/ JSON 404 (no rdapConformance)
media,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
meet,True,1,https://pubapi.registry.google/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://pubapi.registry.google/rdap/ OK 200
melbourne,True,0,https://rdap.nic.melbourne/,,https://rdap.nic.melbourne/ no RDAP JSON detected
meme,True,1,https://pubapi.registry.google/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://pubapi.registry.google/rdap/ OK 200
memorial,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
men,True,0,https://rdap.nic.men/,,https://rdap.nic.men/ no RDAP JSON detected
menu,True,0,https://rdap.nic.menu/,,https://rdap.nic.menu/ no RDAP JSON detected
merckmsd,True,0,https://rdap.nic.merckmsd/,,https://rdap.nic.merckmsd/ no RDAP JSON detected
mg,True,1,http://rdap.nic.mg/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",http://rdap.nic.mg/ OK 200
mh,False,0,,,No RDAP base in bootstrap
miami,True,0,https://rdap.nic.miami/,,https://rdap.nic.miami/ no RDAP JSON detected
microsoft,True,1,https://rdap.nominet.uk/microsoft/,,https://rdap.nominet.uk/microsoft/ JSON 404 (no rdapConformance)
mil,False,0,,,No RDAP base in bootstrap
mini,True,1,https://rdap.centralnic.com/mini/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/mini/ OK 200
mint,True,0,https://rdap.nic.mint/,,https://rdap.nic.mint/ no RDAP JSON detected
mit,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
mitsubishi,True,1,https://rdap.gmoregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.gmoregistry.net/rdap/ OK 400
mk,False,0,,,No RDAP base in bootstrap
ml,True,1,https://rdap.nic.ml/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.ml/ OK 200
mlb,True,0,https://rdap.nic.mlb/,,https://rdap.nic.mlb/ no RDAP JSON detected
mls,True,1,https://rdap.mls.fury.ca/rdap/,,https://rdap.mls.fury.ca/rdap/ JSON 404 (no rdapConformance)
mm,False,0,,,No RDAP base in bootstrap
mma,True,1,https://rdap.nic.mma/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.nic.mma/ OK 200
mn,False,0,,,No RDAP base in bootstrap
mo,False,0,,,No RDAP base in bootstrap
mobi,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
mobile,True,1,https://rdap.mobile-registry.com/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,ur_domain_check_0",https://rdap.mobile-registry.com/rdap/ OK 404
moda,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
moe,True,0,https://rdap.nic.moe/,,https://rdap.nic.moe/ no RDAP JSON detected
moi,True,1,https://rdap.nominet.uk/moi/,,https://rdap.nominet.uk/moi/ JSON 404 (no rdapConformance)
mom,True,1,https://rdap.centralnic.com/mom/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/mom/ OK 200
monash,True,0,https://rdap.nic.monash/,,https://rdap.nic.monash/ no RDAP JSON detected
money,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
monster,True,1,https://rdap.centralnic.com/monster/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/monster/ OK 200
mormon,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
mortgage,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
moscow,True,1,https://rdap.flexireg.net/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.flexireg.net/ OK 200
moto,True,0,https://rdap.nic.moto/,,https://rdap.nic.moto/ no RDAP JSON detected
motorcycles,True,1,https://rdap.centralnic.com/motorcycles/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/motorcycles/ OK 200
mov,True,1,https://pubapi.registry.google/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://pubapi.registry.google/rdap/ OK 200
movie,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
mp,False,0,,,No RDAP base in bootstrap
mq,False,0,,,No RDAP base in bootstrap
mr,False,0,,,No RDAP base in bootstrap
ms,True,1,https://rdap.nic.ms/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.ms/ OK 200
msd,True,0,https://rdap.nic.msd/,,https://rdap.nic.msd/ no RDAP JSON detected
mt,False,0,,,No RDAP base in bootstrap
mtn,True,1,https://rdap.nominet.uk/mtn/,,https://rdap.nominet.uk/mtn/ JSON 404 (no rdapConformance)
mtr,True,0,https://whois.nic.mtr/rdap/,,https://whois.nic.mtr/rdap/ no RDAP JSON detected
mu,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
museum,True,1,https://rdap.nic.museum/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.nic.museum/ OK 200
music,True,1,https://rdap.registryservices.music/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,ur_domain_check_0",https://rdap.registryservices.music/rdap/ OK 404
mv,False,0,,,No RDAP base in bootstrap
mw,False,0,,,No RDAP base in bootstrap
mx,False,0,,,No RDAP base in bootstrap
my,False,0,,,No RDAP base in bootstrap
mz,False,0,,,No RDAP base in bootstrap
na,True,1,https://keetmans.omadhina.co.na/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://keetmans.omadhina.co.na/ OK 200
nab,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
nagoya,True,1,https://rdap.gmoregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.gmoregistry.net/rdap/ OK 400
name,True,1,https://tld-rdap.verisign.com/name/v1/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://tld-rdap.verisign.com/name/v1/help OK 200
navy,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
nba,True,0,https://rdap.nic.nba/,,https://rdap.nic.nba/ no RDAP JSON detected
nc,False,0,,,No RDAP base in bootstrap
ne,False,0,,,No RDAP base in bootstrap
nec,True,1,https://rdap.gmoregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.gmoregistry.net/rdap/ OK 400
net,True,1,https://rdap.verisign.com/net/v1/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.verisign.com/net/v1/help OK 200
netbank,True,0,https://rdap.nic.netbank/,,https://rdap.nic.netbank/ no RDAP JSON detected
netflix,True,0,https://rdap.nic.netflix/,,https://rdap.nic.netflix/ no RDAP JSON detected
network,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
neustar,True,0,https://rdap.nic.neustar/,,https://rdap.nic.neustar/ no RDAP JSON detected
new,True,1,https://pubapi.registry.google/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://pubapi.registry.google/rdap/ OK 200
news,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
next,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
nextdirect,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
nexus,True,0,https://pubapi.registry.google/rdap/,,https://pubapi.registry.google/rdap/ no RDAP JSON detected
nf,True,1,https://rdap.nic.nf/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.nf/ OK 200
nfl,True,0,https://rdap.nic.nfl/,,https://rdap.nic.nfl/ no RDAP JSON detected
ng,False,0,,,No RDAP base in bootstrap
ngo,True,1,https://rdap.publicinterestregistry.org/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.publicinterestregistry.org/rdap/help OK 200
nhk,True,1,https://rdap.gmoregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.gmoregistry.net/rdap/ OK 400
ni,False,0,,,No RDAP base in bootstrap
nico,True,1,https://rdap.gmoregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.gmoregistry.net/rdap/ OK 400
nike,True,0,https://rdap.nic.nike/,,https://rdap.nic.nike/ no RDAP JSON detected
nikon,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
ninja,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
nissan,True,1,https://rdap.gmoregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.gmoregistry.net/rdap/ OK 400
nissay,True,1,https://tld-rdap.verisign.com/nissay/v1/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://tld-rdap.verisign.com/nissay/v1/help OK 200
nl,True,1,https://rdap.sidn.nl/,rdap_level_0,https://rdap.sidn.nl/help OK 200
no,True,1,https://rdap.norid.no/,"norid_level_0,rdap_level_0,rdap_objectTag_level_0",https://rdap.norid.no/help OK 200
nokia,True,1,https://rdap.centralnic.com/nokia/,"icann_rdap_response_profile_0,icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_0,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.centralnic.com/nokia/ OK 200
norton,True,0,https://rdap.nic.norton/,,https://rdap.nic.norton/ no RDAP JSON detected
now,True,1,https://rdap.nominet.uk/now/,,https://rdap.nominet.uk/now/ JSON 404 (no rdapConformance)
nowruz,True,1,https://rdap.nominet.uk/nowruz/,,https://rdap.nominet.uk/nowruz/ JSON 404 (no rdapConformance)
nowtv,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
np,False,0,,,No RDAP base in bootstrap
nr,False,0,,,No RDAP base in bootstrap
nra,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
nrw,True,1,https://rdap.nic.nrw/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.nic.nrw/help OK 200
ntt,True,1,https://rdap.nic.ntt/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.nic.ntt/rdap/ OK 400
nu,False,0,,,No RDAP base in bootstrap
nyc,True,0,https://rdap.nic.nyc/,,https://rdap.nic.nyc/ no RDAP JSON detected
nz,False,0,,,No RDAP base in bootstrap
obi,True,1,https://rdap.identitydigital.services/rdap/,"icann_rdap_response_profile_1,icann_rdap_technical_implementation_guide_1,rdap_level_0",https://rdap.identitydigital.services/rdap/help OK 200
observer,True,1,https://rdap.registry.click/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,ur_domain_check_0",https://rdap.registry.click/rdap/ OK 404
office,True,1,https://rdap.nominet.uk/office/,,https://rdap.nominet.uk/office/ JSON 404 (no rdapConformance)
okinawa,True,1,https://rdap.gmoregistry.net/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,rdap_level_0",https://rdap.gmoregistry.net/rdap/ OK 400
olayan,True,0,https://rdap.nic.olayan/,,https://rdap.nic.olayan/ no RDAP JSON detected
olayangroup,True,0,https://rdap.nic.olayangroup/,,https://rdap.nic.olayangroup/ no RDAP JSON detected
ollo,True,1,https://rdap.mobile-registry.com/rdap/,"icann_rdap_response_profile_0,icann_rdap_technical_implementation_guide_0,ur_domain_check_0",https://rdap.mobile-registry.com/rdap/ OK 404
om,False,0,,,No RDAP base in bootstrap
